,CIK_number,entity.name,Year1Before_Revenues,Year2Before_Revenues,Year3Before_Revenues,Year1Before_NetIncomeLoss,Year2Before_NetIncomeLoss,Year3Before_NetIncomeLoss,Year1Before_NetCashProvidedByUsedInOperatingActivities,Year2Before_NetCashProvidedByUsedInOperatingActivities,Year3Before_NetCashProvidedByUsedInOperatingActivities,Year1Before_NetCashProvidedByUsedInInvestingActivities,Year2Before_NetCashProvidedByUsedInInvestingActivities,Year3Before_NetCashProvidedByUsedInInvestingActivities,Year1Before_NetCashProvidedByUsedInFinancingActivities,Year2Before_NetCashProvidedByUsedInFinancingActivities,Year3Before_NetCashProvidedByUsedInFinancingActivities,Year1Before_CashAndCashEquivalentsAtCarryingValue,Year2Before_CashAndCashEquivalentsAtCarryingValue,Year3Before_CashAndCashEquivalentsAtCarryingValue,Year1Before_Assets,Year2Before_Assets,Year3Before_Assets,Year1Before_Liabilities,Year2Before_Liabilities,Year3Before_Liabilities,Year1Before_StockholdersEquity,Year2Before_StockholdersEquity,Year3Before_StockholdersEquity,Filed_Bankrupt,YoYSalesGrowth,2YoYSalesGrowth,YoY_NI_Growth,2YoY_NI_Growth,Y1_OpCF_Rev,Y2_OpCF_Rev,Y3_OpCF_Rev,Y1_InCF_Rev,Y2_InCF_Rev,Y3_InCF_Rev,Y1_FinCF_Rev,Y2_FinCF_Rev,Y3_FinCF_Rev,Y1_InvCF_OpCF,Y2_InvCF_OpCF,Y3_InvCF_OpCF,Y1_FinCF_OpCF,Y2_FinCF_OpCF,Y3_FinCF_OpCF,YoY_OpCF_Growth,2YoY_OpCF_Growth,YoY_InvCF_Growth,2YoY_InvCF_Growth,YoY_FinCF_Growth,2YoY_FinCF_Growth,1Y_Cash_Rev,2Y_Cash_Rev,3Y_Cash_Rev,1Y_Turnover,2Y_Turnover,3Y_Turnover,1Y_Solvency,2Y_Solvency,3Y_Solvency,1Y_Cash_OpCF,2Y_Cash_OpCF,3Y_Cash_OpCF
10,858877,"CISCO SYSTEMS, INC.",51557000000.0,49818000000.0,49301000000.0,11812000000.0,10591000000.0,11214000000.0,13226000000.0,15454000000.0,15426000000.0,1553000000.0,-5285000000.0,3500000000.0,-15962000000.0,-12097000000.0,-18856000000.0,7079000000.0,9175000000.0,11809000000.0,94002000000.0,97497000000.0,94853000000.0,54229000000.0,56222000000.0,56933000000.0,39773000000.0,41275000000.0,37920000000.0,0,0.03490706170460478,0.045759720898156164,0.11528656406382787,0.05332619939361516,0.2565316057955273,0.3102091613473042,0.31289426177967994,0.030122000892216384,-0.10608615359910073,0.07099247479767144,-0.3095990845084082,-0.24282387891926613,-0.3824668870813979,0.11742023287464086,-0.3419826582114663,0.22688966679631792,-1.2068652653863603,-0.782774686165394,-1.2223518734603915,-0.14416979422803156,-0.14261636198625693,-1.2938505203405866,-0.5562857142857143,0.3195007026535506,-0.15347899872719561,0.1373043427662587,0.18417038018386928,0.23952860996734346,0.5484670538924704,0.5109695682944091,0.5197621582870336,1.7334267642774162,1.7341432179573832,1.6660460541338065,0.5352336307273552,0.5936974246149864,0.7655257357707766
11,1051470,CROWN CASTLE INTERNATIONAL CORP,6986000000.0,6340000000.0,5840000000.0,1675000000.0,1096000000.0,1056000000.0,2878000000.0,2789000000.0,3055000000.0,-1352000000.0,-1332000000.0,-1741000000.0,-1665000000.0,-1310000000.0,-1271000000.0,156000000.0,292000000.0,232000000.0,38921000000.0,39040000000.0,38768000000.0,31472000000.0,30782000000.0,29307000000.0,7449000000.0,8258000000.0,9461000000.0,0,0.10189274447949526,0.1962328767123287,0.5282846715328466,0.5861742424242424,0.41196679072430575,0.4399053627760252,0.5231164383561644,-0.19352991697681077,-0.21009463722397476,-0.29811643835616436,-0.23833381047809907,-0.20662460567823343,-0.21763698630136985,-0.4697706740792217,-0.4775905342416637,-0.5698854337152209,-0.5785267546907574,-0.4697024022947293,-0.4160392798690671,0.03191107923987091,-0.057937806873977094,0.01501501501501501,-0.22343480758184953,0.2709923664122138,0.30999213217938637,0.022330375035785856,0.04605678233438486,0.03972602739726028,0.17949179106395005,0.16239754098360656,0.15063970284770944,1.236686578546009,1.2682736664284322,1.3228238987272665,0.054204308547602505,0.1046970240229473,0.07594108019639935
12,73309,NUCOR CORPORATION,41512467000.0,36483939000.0,20139658000.0,7607000000.0,6827000000.0,721000000.0,10072054000.0,6230776000.0,2696877000.0,-5702709000.0,-2873852000.0,-1764294000.0,-2510863000.0,-3602879000.0,285854000.0,4280852000.0,2364858000.0,2639671000.0,32479210000.0,25823072000.0,20125394000.0,12909304000.0,11219278000.0,8893533000.0,18414694000.0,14016389000.0,10788665000.0,0,0.1378285387441307,1.0612299871229194,0.11425223377764748,9.550624133148405,0.2426272088334331,0.1707813402494725,0.1339087783913709,-0.13737340640343057,-0.07877033233719638,-0.08760297717071462,-0.06048455274893684,-0.09875246748987274,0.014193587597167738,-0.5661912654558842,-0.4612350050780192,-0.6541989122974463,-0.2492900653630332,-0.5782392112956717,0.1059944521014492,0.6165007376288283,2.7347101851511955,0.9843433134343731,2.2322895163731213,-0.30309538566241057,-9.783725258348667,0.10312208137377141,0.06481915233988304,0.1310683130766173,1.2781242831953117,1.4128427090316753,1.0007087563105597,2.515953609892524,2.3016696796353564,2.2629245317918087,0.42502274114098276,0.3795446987662532,0.9787880574457047
13,277948,CSX CORPORATION,14853000000.0,12522000000.0,10583000000.0,4166000000.0,3781000000.0,2765000000.0,5619000000.0,5099000000.0,4263000000.0,-2131000000.0,-1877000000.0,-649000000.0,-3769000000.0,-4112000000.0,-1443000000.0,1958000000.0,2239000000.0,3129000000.0,41912000000.0,40531000000.0,39793000000.0,29287000000.0,27031000000.0,26683000000.0,12625000000.0,13500000000.0,13110000000.0,0,0.18615237182558686,0.40347727487479923,0.10182491404390381,0.5066907775768534,0.3783074126439103,0.4072033221530107,0.40281583671926674,-0.1434726991180233,-0.1498961827184156,-0.06132476613436644,-0.25375345048138426,-0.32838204759623063,-0.13635075120476237,-0.3792489766862431,-0.36811139439105706,-0.15224020642739855,-0.6707599216942517,-0.8064326338497745,-0.33849401829697395,0.10198078054520487,0.31808585503166786,0.13532232285562062,2.283513097072419,-0.08341439688715957,1.6119196119196118,0.13182522049417625,0.17880530266730554,0.2956628555230086,0.354385378889101,0.30894870592879525,0.26595129796697914,1.4310786355720968,1.499426584292109,1.4913240640107934,0.3484605801744083,0.4391057070013728,0.7339901477832512
14,33213,EQT CORPORATION,7294630000.0,2717143000.0,2931048000.0,1744512000.0,-1178432000.0,-967129000.0,3465560000.0,1662448000.0,1537701000.0,-1421753000.0,-2072742000.0,-1555800000.0,-699126000.0,506047000.0,31713000.0,1458644000.0,113963000.0,18210000.0,22669926000.0,21607388000.0,18113469000.0,11456598000.0,11636389000.0,8938517000.0,11172474000.0,9954763000.0,9167462000.0,0,1.6846691543286458,1.4887446401423654,-2.480367131917667,-2.8038048698777516,0.47508372597376425,0.6118367711968049,0.5246249805530309,-0.19490405956162274,-0.7628387611546392,-0.5307999050169087,-0.09584118728434479,0.18624231407769115,0.010819679513948594,-0.4102520227611122,-1.2468011029517916,-1.0117701685828389,-0.2017353616731495,0.30439869397418745,0.020623645299053587,1.0846125713405774,1.2537281305013135,-0.31407140879086737,-0.08615953207353133,-2.3815436115617716,-23.045407246239712,0.19996134142513053,0.041942216511976,0.006212794877463624,0.32177564232013817,0.12575064602903413,0.16181593928805135,1.9787659477970685,1.856880858830003,2.0264512558403145,0.420897055598518,0.06855131709382789,0.011842354267832303
15,1065280,NETFLIX INC,31615550000.0,29697844000.0,24996056000.0,4491924000.0,5116228000.0,2761395000.0,2026257000.0,392610000.0,2427077000.0,-2076392000.0,-1339853000.0,-505354000.0,-664254000.0,-1149776000.0,1237311000.0,5147176000.0,6027804000.0,8205550000.0,48594768000.0,44584663000.0,39280359000.0,27817367000.0,28735415000.0,28215119000.0,20777401000.0,15849248000.0,11065240000.0,0,0.0645739131769969,0.2648215382458736,-0.12202427256955706,0.6266865117087559,0.06409051874789463,0.01322015160427134,0.09709839824330686,-0.06567628904131037,-0.04511617072269623,-0.020217349489055392,-0.021010357245089838,-0.03871580711380934,0.04950024915930737,-1.0247426659105927,-3.4126817961845086,-0.2082150669303034,-0.3278231734671367,-2.9285448664068667,0.5097947036702997,4.160991823947429,-0.1651451519667485,0.5497162748450763,3.1087871076512705,-0.42227529536187913,-1.5368529011703607,0.1628052018705985,0.2029710978345768,0.3282737884728695,0.6505957596093472,0.6660999994549696,0.6363499885528032,1.7469219139252108,1.551557999075357,1.3921741389784676,2.540238479126784,15.353159624054404,3.380836289907572
16,1111711,NISOURCE INC.,5738600000.0,4731300000.0,4473200000.0,749000000.0,529800000.0,-72700000.0,1409400000.0,1217900000.0,1104000000.0,-2570200000.0,-2204900000.0,-879100000.0,1141300000.0,956300000.0,-247700000.0,75400000.0,84200000.0,116500000.0,26736600000.0,24156900000.0,22040500000.0,9311200000.0,17209600000.0,16288300000.0,7575400000.0,6947300000.0,5752200000.0,0,0.21290131676283464,0.28288473575963513,0.4137410343525858,-11.30261348005502,0.2455999721186352,0.25741339589541984,0.24680318340338014,-0.44787927369044717,-0.4660241371293302,-0.19652597692926763,0.19888126023768862,0.20212203834041384,-0.055374228740051865,-1.8236128849155668,-1.810411363822974,-0.796286231884058,0.8097772101603519,0.785204039740537,-0.22436594202898552,0.15723786846210697,0.27663043478260874,0.16567644791146985,1.9236719372085087,0.19345393704904312,-5.607589826402907,0.013139093158610114,0.017796377317016464,0.02604399535008495,0.21463462070719538,0.19585708431131477,0.2029536535015086,2.8714451413351663,1.4036874767571588,1.3531491929790094,0.053497942386831275,0.06913539699482717,0.10552536231884058
17,40987,Genuine Parts Company,22095973000.0,18870510000.0,16537433000.0,1182701000.0,898790000.0,163395000.0,1466971000.0,1258285000.0,2019561000.0,-1684240000.0,-506164000.0,171637000.0,205101000.0,-989532000.0,-1513765000.0,653463000.0,714701000.0,990166000.0,16495379000.0,14352102000.0,13440215000.0,12690932000.0,10848812000.0,10235419000.0,3790363000.0,3490742000.0,3204796000.0,0,0.17092611699418825,0.33611867089650493,0.31588135159492214,6.2382937054377425,0.06639087583968355,0.06667996784400633,0.12212058546208471,-0.07622384404615266,-0.026823016442056945,0.01037869662117452,0.009282279626246828,-0.052438010419432225,-0.09153566941132883,-1.148107222296828,-0.40226498766177776,0.08498728188947995,0.13981257979878267,-0.7864132529593852,-0.7495515114423382,0.16584954918798211,-0.2736188706357471,2.327459084407425,-10.812802600837815,-1.2072707097900826,-1.1354906474915194,0.02957385040251452,0.03787396313083218,0.05987422594546566,1.3395250269787677,1.314825521724971,1.2304440814376854,1.2997768012625077,1.3229192283910902,1.313108432590791,0.44545052356181547,0.567996121705337,0.49028774075157916
18,906345,CAMDEN PROPERTY TRUST,5188000.0,10532000.0,10800000.0,661508000.0,312376000.0,128579000.0,744712000.0,577467000.0,519319000.0,-1456184000.0,-804391000.0,-429602000.0,109930000.0,421371000.0,307317000.0,10687000.0,613391000.0,420441000.0,9327935000.0,7976784000.0,7198952000.0,4271014000.0,3710529000.0,3682365000.0,4986620000.0,4197490000.0,3444905000.0,0,-0.5074060007595897,-0.5196296296296297,1.1176658898250826,4.1447592530662085,143.54510408635312,54.82975693125712,48.085092592592595,-280.68311488049346,-76.37590201291303,-39.77796296296296,21.18928296067849,40.00864033421952,28.455277777777777,-1.9553652955773506,-1.3929644464532172,-0.8272410599265577,0.1476141112268904,0.7296884497295949,0.5917692208449913,0.2896182812178012,0.4340164715714234,0.8102937501787066,2.389611780205865,-0.7391135127951378,-0.6422911846725043,2.0599460292983807,58.240695024686666,38.929722222222225,0.0005561788327212829,0.0013203316023099032,0.0015002183651175894,2.184009464731326,2.149770019315305,1.9549805627633328,0.014350514024213386,1.0622096154412286,0.8096006500821268
19,76334,PARKER-HANNIFIN CORPORATION,15861608000.0,14347640000.0,13695520000.0,1316000000.0,1747000000.0,1201970000.0,2441730000.0,2575001000.0,2070949000.0,-418837000.0,-13000.0,-5023993000.0,3915636000.0,-2623339000.0,449310000.0,535799000.0,733117000.0,685514000.0,25943943000.0,20341200000.0,19887753000.0,21186411000.0,11927530000.0,13645983000.0,8848011000.0,8398307000.0,6227224000.0,0,0.10552035038515051,0.1581603327219412,-0.24670864338866627,0.09486925630423393,0.15393962579329915,0.17947209436534511,0.1512136085376824,-0.02640570867720347,-9.060723575445161e-07,-0.366834775167354,0.24686248708201589,-0.18284115018219024,0.032807078519106976,-0.17153288856671295,-5.048541728721659e-06,-2.425937577410163,1.6036318511874776,-1.018772031544842,0.21695850549675536,-0.05175570805603569,0.17903917479377807,32217.23076923077,-0.9166326465821111,-2.4926153272604115,7.7147759898511055,0.033779614273660025,0.05109669604199715,0.050053886234330644,0.6113800049591537,0.7053487503195485,0.6886408937198687,1.2245558249577997,1.7053991899412535,1.4574071358582228,0.21943417167336274,0.2847055205027105,0.33101442865082625
20,26172,CUMMINS INC.,28074000000.0,24021000000.0,19811000000.0,2151000000.0,2131000000.0,1789000000.0,1962000000.0,2256000000.0,2722000000.0,-4172000000.0,-873000000.0,-719000000.0,1669000000.0,-2227000000.0,280000000.0,2101000000.0,2592000000.0,3401000000.0,30299000000.0,23710000000.0,22624000000.0,20074000000.0,14309000000.0,13635000000.0,8975000000.0,8146000000.0,8062000000.0,0,0.16872736355688778,0.41709151481500184,0.00938526513374005,0.2023476802683064,0.06988672793331908,0.0939178219058324,0.1373984150219575,-0.14860725226187932,-0.03634319970026227,-0.03629296855282419,0.05945002493410273,-0.0927105449398443,0.01413356216243501,-2.126401630988787,-0.386968085106383,-0.2641440117560617,0.8506625891946993,-0.987145390070922,0.10286554004408523,-0.13031914893617025,-0.2792064658339456,3.778923253150057,4.80250347705146,-1.7494387067804222,4.960714285714285,0.07483792833226473,0.10790558261521169,0.17167230326586239,0.9265652331760124,1.0131168283424716,0.8756630127298444,1.509365348211617,1.656999091480886,1.6592592592592592,1.0708460754332314,1.148936170212766,1.2494489346069066
